Tahun,Kabupaten/Kota,"Kode Wilayah","Luas Panen (Ha)","Produksi Gabah (Ton)","Produksi Beras (Ton)","Produktivitas (Ku/Ha)","Sumber Data","Tipe Sumber",Skenario,Validated,"Validation Notes",Keterangan,"Dibuat Pada","Diupdate Pada"
2023,Ponorogo,3502,"66,594.55","392,994.08","226,922.69",59.01,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Probolinggo,3513,"35,121.69","201,044.34","116,087.05",57.24,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Sampang,3527,"34,795.54","167,191.35","96,539.65",48.05,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Sidoarjo,3515,"31,030.46","195,855.35","113,090.82",63.12,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Situbondo,3512,"27,917.32","157,273.25","90,812.73",56.34,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Sumenep,3529,"42,432.97","217,810.48","125,768.19",51.33,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Trenggalek,3503,"22,049.36","114,874.53","66,330.87",52.10,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Tuban,3523,"84,115.63","501,741.12","289,715.44",59.65,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Tulungagung,3504,"40,238.66","235,502.11","135,983.67",58.53,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Bangkalan,3526,"40,717.81","198,122.71","114,400.05",48.66,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Banyuwangi,3510,"76,748.03","462,205.98","266,887.02",60.22,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Blitar,3505,"34,137.74","215,482.79","124,424.09",63.12,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Bojonegoro,3522,"133,665.50","704,288.94","406,670.62",52.69,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Bondowoso,3511,"48,240.70","238,677.65","137,817.30",49.48,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Gresik,3525,"63,287.20","411,242.20","237,459.53",64.98,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Jember,3509,"118,489.25","607,371.19","350,708.35",51.26,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Jombang,3517,"54,896.68","337,172.14","194,689.98",61.42,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Kediri,3506,"29,379.86","168,853.55","97,499.45",57.47,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Batu",3579,"1,059.45","6,762.57","3,904.84",63.83,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Blitar",3572,728.19,"5,212.13","3,009.59",71.58,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Kediri",3571,"1,864.13","10,197.50","5,888.24",54.70,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Madiun",3577,"2,194.58","11,453.92","6,613.73",52.19,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Malang",3573,"1,718.11","10,771.15","6,219.47",62.69,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Mojokerto",3576,833.03,"5,032.96","2,906.13",60.42,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Pasuruan",3575,"1,393.98","7,293.69","4,211.51",52.32,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Probolinggo",3574,"1,323.99","8,103.92","4,679.36",61.21,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,"Kota Surabaya",3578,"1,447.98","8,117.31","4,687.10",56.06,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Lamongan,3524,"150,903.40","903,882.29","521,919.84",59.90,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Lumajang,3508,"55,042.50","300,829.01","173,704.72",54.65,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Madiun,3519,"73,061.53","401,573.69","231,876.72",54.96,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Magetan,3520,"43,965.49","266,699.89","153,997.90",60.66,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Malang,3507,"45,901.91","271,606.78","156,831.20",59.17,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Mojokerto,3516,"49,395.45","281,829.41","162,733.96",57.06,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Nganjuk,3518,"70,331.77","376,476.43","217,385.07",53.53,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2022,Ngawi,3521,"128,585.79","755,938.95","436,494.35",58.79,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Pacitan,3501,"17,831.47","90,428.21","52,215.06",50.71,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Pamekasan,3528,"20,497.42","107,648.71","62,158.54",52.52,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Pasuruan,3514,"47,384.82","247,255.72","142,770.43",52.18,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Ponorogo,3502,"62,964.37","359,413.77","207,532.72",57.08,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Probolinggo,3513,"33,503.12","185,412.51","107,060.91",55.34,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Sampang,3527,"34,880.84","172,494.38","99,601.72",49.45,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Sidoarjo,3515,"31,368.74","194,540.45","112,331.58",62.02,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Situbondo,3512,"26,784.22","141,628.00","81,778.89",52.88,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Sumenep,3529,"41,835.41","230,581.31","133,142.30",55.12,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Trenggalek,3503,"22,026.97","115,758.01","66,841.00",52.55,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Tuban,3523,"85,288.02","498,938.59","288,097.19",58.50,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2022,Tulungagung,3504,"39,531.25","207,217.26","119,651.42",52.42,"KSA BPS 2022",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2021,Bangkalan,3526,"42,110.04","195,323.29","112,783.60",46.38,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Banyuwangi,3510,"89,125.20","513,490.07","296,499.51",57.61,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Blitar,3505,"38,640.60","247,366.27","142,834.27",64.02,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Bojonegoro,3522,"134,609.22","674,002.00","389,182.32",50.07,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Bondowoso,3511,"51,620.95","258,951.46","149,523.79",50.16,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Gresik,3525,"61,394.39","379,666.19","219,226.91",61.84,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Jember,3509,"124,027.77","615,697.87","355,516.37",49.64,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Jombang,3517,"54,968.44","326,826.64","188,716.29",59.46,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Kediri,3506,"35,113.22","198,222.01","114,457.39",56.45,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Batu",3579,825.39,"5,750.19","3,320.29",69.67,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Blitar",3572,884.95,"5,793.30","3,345.17",65.46,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Kediri",3571,"1,735.30","9,534.86","5,505.62",54.95,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Madiun",3577,"1,595.35","13,505.81","7,798.52",84.66,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Malang",3573,"1,791.43","11,311.40","6,531.42",63.14,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Mojokerto",3576,754.27,"4,414.93","2,549.27",58.53,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Pasuruan",3575,"1,553.82","8,304.59","4,795.24",53.45,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Probolinggo",3574,"1,530.83","8,924.08","5,152.96",58.30,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,"Kota Surabaya",3578,"1,736.08","9,832.67","5,677.59",56.64,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Lamongan,3524,"138,450.43","792,662.09","457,699.04",57.25,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Lumajang,3508,"56,671.26","295,075.52","170,382.55",52.07,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Madiun,3519,"75,713.29","461,798.12","266,651.51",60.99,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Magetan,3520,"48,487.59","307,279.68","177,429.45",63.37,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Malang,3507,"45,344.49","273,358.61","157,842.77",60.28,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Mojokerto,3516,"51,258.22","297,042.32","171,518.24",57.95,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Nganjuk,3518,"72,439.86","429,311.01","247,892.80",59.26,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Ngawi,3521,"128,737.95","786,475.65","454,126.86",61.09,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Pacitan,3501,"18,894.01","88,116.57","50,880.29",46.64,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Pamekasan,3528,"18,925.74","96,723.97","55,850.36",51.11,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Pasuruan,3514,"50,305.51","264,950.78","152,987.93",52.67,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Ponorogo,3502,"68,741.09","404,665.04","233,661.75",58.87,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Probolinggo,3513,"37,043.19","190,180.14","109,813.84",51.34,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Sampang,3527,"38,151.91","195,600.69","112,943.75",51.27,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Sidoarjo,3515,"32,586.19","202,501.40","116,928.41",62.14,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Situbondo,3512,"30,388.14","151,157.12","87,281.16",49.74,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Sumenep,3529,"40,298.59","221,979.41","128,175.38",55.08,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Trenggalek,3503,"22,491.95","116,456.34","67,244.24",51.78,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Tuban,3523,"88,049.64","489,418.62","282,600.18",55.58,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2021,Tulungagung,3504,"39,850.76","237,916.96","137,378.06",59.70,"KSA BPS 2021",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Bangkalan,3526,"44,047.57","207,294.89","119,696.25",47.06,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Banyuwangi,3510,"83,992.78","470,832.63","271,868.24",56.06,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Blitar,3505,"34,794.97","196,847.53","113,663.73",56.57,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Bojonegoro,3522,"135,635.02","728,915.12","420,890.28",53.74,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Bondowoso,3511,"54,209.66","261,018.48","150,717.32",48.15,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Gresik,3525,"67,010.80","407,716.63","235,423.81",60.84,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Jember,3509,"121,605.87","590,263.37","340,829.97",48.54,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Jombang,3517,"55,793.12","343,163.90","198,149.75",61.51,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Kediri,3506,"36,363.62","215,913.41","124,672.75",59.38,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Batu",3579,750.11,"4,988.40","2,880.40",66.50,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Blitar",3572,771.27,"5,274.24","3,045.44",68.38,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Kediri",3571,"1,686.21","10,283.81","5,938.08",60.99,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Madiun",3577,"2,313.68","15,166.53","8,757.47",65.55,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Malang",3573,"1,738.53","11,723.75","6,769.53",67.43,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Mojokerto",3576,733.26,"4,461.78","2,576.31",60.85,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Pasuruan",3575,"1,648.68","10,115.21","5,840.73",61.35,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Probolinggo",3574,"1,449.75","7,543.19","4,355.59",52.03,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,"Kota Surabaya",3578,"1,865.64","11,138.05","6,431.33",59.70,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Lamongan,3524,"148,030.90","886,060.99","511,629.45",59.86,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Lumajang,3508,"53,781.48","290,688.21","167,849.24",54.05,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Madiun,3519,"73,000.03","446,052.38","257,559.64",61.10,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Magetan,3520,"46,821.62","309,053.07","178,453.47",66.01,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Malang,3507,"46,121.03","274,389.82","158,438.20",59.49,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Mojokerto,3516,"54,504.65","312,686.37","180,551.40",57.37,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Nganjuk,3518,"71,155.01","436,884.05","252,265.66",61.40,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Ngawi,3521,"125,908.27","837,773.15","483,747.06",66.54,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Pacitan,3501,"19,292.31","83,940.90","48,469.17",43.51,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Pamekasan,3528,"20,170.12","101,827.44","58,797.21",50.48,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Pasuruan,3514,"53,127.08","272,936.27","157,598.88",51.37,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Ponorogo,3502,"65,073.25","377,333.20","217,879.79",57.99,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Probolinggo,3513,"36,925.53","192,600.06","111,211.15",52.16,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Sampang,3527,"37,792.37","191,735.47","110,711.93",50.73,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Sidoarjo,3515,"34,321.14","209,109.93","120,744.28",60.93,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Situbondo,3512,"30,529.30","159,928.19","92,345.76",52.39,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Sumenep,3529,"42,754.10","228,980.21","132,217.78",53.56,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Trenggalek,3503,"19,630.82","108,445.62","62,618.70",55.24,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Tuban,3523,"92,341.72","507,053.88","292,783.12",54.91,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2020,Tulungagung,3504,"36,689.03","214,398.13","123,797.80",58.44,"KSA BPS 2020",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2019,Bangkalan,3526,"39,854.38","201,620.00","115,819.74",50.59,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Banyuwangi,3510,"81,552.77","445,253.86","255,774.13",54.60,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
